188160	6.4	760
188378	7.8	18
188398	4.0	5
188424	7.8	9
188453	6.1	22870
188518	5.9	716
188575	5.5	58
188613	6.3	71
188688	4.7	107
189192	5.8	16608
189456	4.2	2892
189509	5.7	140
189541	6.8	1404
189856	5.5	13
189960	5.5	72
189998	6.9	36706
190052	4.6	96
190138	6.7	99059
190273	4.5	204
190332	7.9	233687
190346	5.8	926
190374	3.7	29330
190398	5.1	173
190414	7.0	69
190449	6.2	83
190487	6.4	32
190530	5.2	5
190590	7.8	251477
190611	7.2	2133
190736	4.4	479
190861	6.6	6805
190865	5.9	53658
190938	5.5	792
190975	6.3	184
190994	4.9	100
191037	5.7	2068
191074	5.3	3032
191133	5.5	6207
191161	7.1	93
191177	5.2	70
191211	5.0	37
191242	5.2	526
191352	6.2	51
191397	6.5	52663
191636	7.3	5032
191754	6.0	38640
191787	5.9	61
191865	5.3	40
191996	6.1	3453
192023	6.5	2019
192071	5.8	16567
192110	7.7	34
192111	5.4	12718
192126	4.0	551
192222	2.4	7
192237	6.8	122
192255	5.8	8352
192295	5.8	520
192346	7.0	46
192407	4.3	1178
192455	4.7	3251
192614	5.6	28876
192630	6.9	18
192678	5.5	139
192719	3.6	522
192722	6.9	35
192731	4.2	14276
192788	6.5	916
192789	6.4	23
192912	4.6	99
192947	7.5	40
192949	5.7	1561
193011	4.7	37
193135	5.7	138
193195	5.2	114
193318	3.8	498
193364	4.6	7092
193365	7.2	25
193537	4.8	99
193545	6.0	174
193560	5.2	5054
193598	6.4	14
193701	6.5	386
193741	5.9	1110
193854	6.3	1963
193859	4.5	53
194026	5.5	449
194027	5.7	283
194104	7.1	2640
194143	5.0	631
194218	6.8	7586
194368	6.1	3677
194410	4.4	323
194519	6.8	340
194700	6.0	8
194704	7.3	25
194811	7.8	26
194852	6.9	105
194942	2.8	25
195001	6.8	756
195108	7.4	5
195119	6.0	81
195234	6.9	16417
195308	6.0	205
195352	6.0	113
195393	4.8	81
195551	6.4	51
195565	4.8	19
195631	5.1	251
195685	7.3	151483
195714	6.7	202021
195778	5.1	7810
195857	5.4	108
195860	5.5	45
195944	4.3	114
195945	6.1	32054
196068	4.3	158
196069	7.8	6779
196091	5.3	14
196106	3.9	1987
196158	3.6	6178
196186	6.2	273
196216	6.7	33769
196219	4.2	1105
196223	5.4	1008
196229	6.6	222974
196448	6.9	30
196481	4.5	11
196614	1.9	180
196663	6.0	8
196698	6.7	6
196708	6.3	2211
196723	5.7	1126
196811	6.5	2721
196927	6.2	10
197072	3.9	558
197096	7.1	2322
197104	2.8	48
197256	5.7	309
197299	3.6	77
197311	5.9	200
197384	5.9	2823
197392	6.5	355
197402	6.7	1365
197448	5.0	54
197603	7.2	20
197633	5.3	595
197644	5.1	129
197740	7.7	22
197750	3.9	2044
197753	5.7	452
197858	4.5	30
197862	7.5	66
197918	3.3	12
197929	6.1	22
197951	4.3	251
197996	5.3	393
198013	8.8	16
198021	6.8	29334
198284	4.5	731
198320	5.6	10
198386	5.6	4231
198434	3.5	466
198438	7.3	47
198460	6.0	216
198654	6.9	499
198748	7.4	70
198781	8.1	695723
198794	5.6	38
198893	4.9	94
198903	5.1	177
199000	6.0	316
199007	4.5	285
199054	6.6	851
199077	6.5	300
199129	6.6	192
199290	4.5	2721
199305	4.6	47
199314	5.9	6043
199481	2.7	4752
199504	5.6	52
199626	5.3	19930
199650	3.9	827
199696	6.1	54
199700	6.0	414
199725	7.2	16052
199727	6.5	4705
199729	7.1	41
199733	5.4	121
199744	5.3	301
199748	5.3	104
199753	5.7	51202
199898	4.7	230
199974	5.1	828
200027	6.5	24558
200171	6.6	144
200191	6.2	414
200192	5.6	3986
200257	6.7	326
200299	6.0	1275
200316	5.5	27
200422	5.1	602
200427	7.1	1494
200465	7.3	162256
200472	5.9	2048
200483	5.3	56
200525	6.4	17
200530	6.6	4888
200541	5.6	9
200550	5.6	98038
200669	5.9	3966
200720	7.1	6735
200954	3.9	854
200974	7.9	16
201020	6.6	154
201275	7.7	47
201314	7.8	6
201394	5.2	1340
201479	4.2	586
201484	4.6	630
201485	5.4	6885
201519	6.7	30
201670	6.0	355
201694	2.9	889
201726	4.6	252
201728	6.1	7
201737	4.7	156
201739	8.0	16
201844	2.4	3772
201888	7.0	675
201899	7.1	997
201901	5.7	260
201934	4.6	66
202236	5.1	760
202256	6.5	220
202266	5.3	21
202294	6.7	52
202314	2.7	1063
202316	4.3	11
202360	6.0	41
202402	5.5	8737
202405	5.7	184
202416	6.7	80
202452	4.1	30
202458	2.4	138
202464	7.0	53
202470	6.2	37587
202487	7.7	22
202502	5.6	22
202560	7.2	18
202618	7.9	14
202623	5.5	4265
202641	7.3	1498
202642	4.6	276
202677	6.7	29320
202695	5.5	63
202711	6.4	874
202799	4.8	16
202829	7.2	9
202856	6.5	136
202864	6.8	54
202989	4.8	550
203009	7.6	244596
203019	7.2	97724
203047	7.0	41
203053	5.4	767
203056	4.7	39
203078	5.9	34
203119	7.3	48178
203144	6.4	12
203166	7.5	18892
203206	8.1	7
203230	7.7	25247
203289	6.7	1538
203297	4.1	486
203536	4.8	463
203540	6.9	4967
203580	4.0	214
203584	6.4	184
203632	7.5	13545
203755	6.1	27029
203830	4.8	225
203835	2.4	680
203912	5.2	70
203940	3.9	2459
203975	4.7	2681
204055	7.0	987
204137	6.6	11568
204140	5.7	38
204175	5.4	14765
204250	1.8	339
204313	5.1	30698
204315	6.8	351
204322	5.6	864
204350	5.2	1176
204352	7.3	56
204382	7.1	25
204414	5.9	61
204499	4.7	22
204619	4.6	58
204626	5.3	23731
204640	6.8	2590
204679	6.8	11
204698	7.6	27
204700	6.0	6094
204761	5.8	1521
204839	8.8	70
204885	5.7	76
204932	7.4	3053
204933	4.6	131
204946	6.0	77844
205027	5.0	582
205177	5.5	11095
205245	6.6	102
205248	5.0	11
205270	6.4	44
205271	4.6	16511
205380	5.0	103
205391	7.3	9
205418	2.8	2537
205461	3.8	3253
205498	6.2	185
205513	7.7	7
205526	4.3	114
205718	4.2	118
205729	3.8	39
205738	6.7	420
205778	6.7	70
205836	6.7	291
205873	7.2	13826
205936	5.5	188
205938	6.0	12
206075	3.1	429
206087	6.3	156
206088	6.2	320
206093	6.7	455
206098	6.8	51
206113	6.5	1118
206128	4.1	25
206184	4.9	234
206200	6.3	268
206211	7.8	6
206223	4.5	97
206226	6.3	4959
206275	6.2	52407
206314	6.6	58245
206351	6.2	13
206367	5.0	856
206382	7.3	37
206420	5.3	9251
206545	7.3	47
206546	5.2	21
206608	6.4	149
206634	7.9	407142
206670	5.5	40
206694	6.7	42
206742	6.5	1963
206762	6.4	1349
206771	4.9	50
206778	6.4	51
206795	6.6	212
206806	7.2	76
206836	7.3	15
206866	7.2	355
206878	7.0	9
206917	6.2	13313
206926	5.7	5252
206963	7.2	5186
206977	4.9	8
207002	5.7	70
207036	5.1	554
207051	6.2	302
207130	6.5	16
207161	5.8	1261
207163	6.6	401
207198	6.9	3320
207201	6.4	174430
207296	5.1	75
207299	4.1	27
207333	5.3	737
207337	4.5	17
207377	4.8	756
207501	4.1	29
207524	7.0	3292
207585	6.2	627
207631	4.7	486
207635	6.5	51
207638	6.2	80
207745	4.7	215
207782	6.2	8
207826	5.2	29
207988	6.3	331
208003	5.1	73485
208017	8.3	28
208026	5.6	870
208032	7.2	1037
208035	6.4	87
208037	4.8	348
208050	5.9	356
208092	8.3	687000
208181	6.7	890
208196	7.3	8899
208198	5.1	415
208204	4.7	74
208298	7.2	1179
208376	5.8	12
208412	6.8	28
208491	4.5	665
208655	5.0	340
208675	7.3	1125
208682	6.0	41
208866	6.5	30
208870	4.7	122
208874	7.0	21572
208883	6.0	84
208889	7.1	57
208899	6.5	155
208910	7.9	17
208911	6.4	1774
208942	4.6	135
208988	5.1	29772
208990	7.4	16017
209020	4.5	48
209037	7.0	2952
209077	5.9	26865
209080	7.9	8
209109	5.1	573
209144	8.5	980985
209163	6.3	273214
209180	8.0	3117
209253	4.1	61
209279	5.8	135
209322	6.4	2959
209464	6.1	387
209475	5.3	68195
209485	5.6	124
209486	5.0	339
209941	6.2	78
209958	6.3	86709
210065	6.8	11914
210070	6.8	36603
210075	6.8	8702
210094	5.6	2462
210127	6.1	31
210130	7.8	57
210149	6.2	572
210217	6.6	743
210223	5.2	189
210299	7.2	3009
210357	6.5	208
210358	6.5	6151
210362	5.9	195
210382	5.9	8281
210383	6.3	6
210480	6.0	23
210567	5.4	3435
210584	6.2	2082
210616	6.7	17056
210738	5.0	359
210756	6.2	363
210776	5.9	33
210816	5.0	77
210879	3.8	5
210884	6.5	22
210890	6.0	13
210930	5.9	218
210939	4.8	100
210943	6.5	2081
210945	7.8	177872
210952	5.7	62
210953	5.6	224
210971	5.6	266
211070	7.0	28
211103	6.2	416
211180	5.4	8
211181	4.9	30055
211279	7.9	13
211296	7.4	26
211309	6.6	400
211311	6.1	87
211318	8.7	6
211387	6.9	5367
211423	7.1	16
211427	6.9	24
211443	4.4	44041
211465	6.1	20922
211492	6.9	3987
211526	7.7	11
211529	4.6	7
211554	5.9	159
211611	3.3	19
211661	6.0	1509
211718	7.2	2400
211721	3.6	24
211900	5.8	882
211915	8.3	620927
211919	6.1	139
211933	6.5	67992
211938	5.8	9783
211941	5.6	1366
211946	7.3	11586
212048	4.4	238
212059	5.5	99
212132	7.5	1962
212215	6.2	196
212271	4.2	127
212292	7.0	196
212294	6.1	119
212298	6.9	90
212338	7.0	284253
212346	6.2	158980
212360	6.2	65
212380	6.3	7319
212457	7.5	33
212474	4.7	204
212495	5.1	231
212604	7.4	1782
212667	4.1	161
212712	7.5	45427
212719	7.3	81
212720	7.1	265804
212725	7.2	9
212742	5.3	1548
212774	6.5	22
212797	6.7	299
212815	7.4	3669
212820	6.8	10
212826	7.1	4883
212827	5.7	553
212830	5.3	5070
212867	5.2	1069
212873	7.3	96
212879	6.3	4565
212881	3.6	73
212897	7.2	565
212910	5.8	1025
212958	5.6	71
212974	6.5	3762
212985	6.8	228594
213053	5.6	194
213113	3.7	61
213127	6.2	51
213149	6.1	282798
213203	6.2	9490
213205	5.7	103
213231	5.4	133
213266	7.1	33
213308	6.6	41
213446	4.4	318
213528	7.6	8
213539	5.2	20
213561	6.6	397
213582	6.4	46
213595	6.7	394
213642	2.3	412
213677	4.8	111
213690	3.7	248
213733	6.0	134
213790	5.1	11478
213802	3.0	1679
213824	4.6	22
213847	7.5	75527
213890	7.1	23359
213985	7.0	2343
213996	5.7	12
214017	7.3	35
214032	6.0	40
214048	5.0	195
214106	4.8	110
214140	8.1	22
214265	6.3	850
214275	7.8	33
214277	6.6	136
214289	6.3	2823
214388	5.9	19494
214412	5.8	6
214503	3.9	51
214520	5.7	78
214529	4.4	4227
214548	5.9	54
214619	5.9	104
214638	3.7	261
214646	6.6	121
214659	6.1	19
214723	5.9	64
214728	6.0	600
214757	4.6	430
214871	3.6	1260
214878	6.2	1457
214959	6.8	145
215129	6.5	144329
215135	4.4	2839
215139	6.2	423
215223	5.6	34
215232	5.3	209
215244	3.0	5
215458	5.8	92
215516	6.5	1388
215519	6.2	98
215526	4.4	126
215532	7.3	63
215545	6.5	9240
215596	8.0	9
215651	5.1	29
215679	6.4	437
215681	6.6	3675
215687	7.3	47
215715	6.9	154
215719	7.8	42
215727	4.2	111
215750	7.6	214569
215757	3.4	477
215770	5.9	26
215777	5.5	195
215824	4.6	31
215841	6.6	192
215850	7.1	466
215880	5.6	100
215941	4.3	105
215965	5.6	127
215972	5.5	17
216011	3.7	63
216105	7.0	96
216148	5.7	45
216196	4.3	656
216198	7.7	26
216216	5.9	107448
216247	8.1	17
216250	6.5	37
216256	6.3	79
216279	6.0	457
216290	7.0	31
216322	6.1	44
216417	5.8	1811
216522	5.2	196
216523	5.2	28
216578	7.0	1109
216584	5.7	3478
216587	3.3	76
216590	5.9	280
216605	5.9	1207
216620	4.1	1917
216625	7.2	9971
216651	7.7	25635
216669	6.3	67
216689	6.8	1044
216727	4.5	22
216735	6.5	53
216740	5.4	59
216741	4.9	2081
216746	3.4	1571
216750	6.4	615
216772	4.4	1042
216787	7.3	8294
216799	7.1	5714
216800	7.2	8964
216837	8.4	20
216841	4.2	921
216851	3.9	584
216890	4.6	326
216904	6.2	186
216911	6.1	909
216926	5.0	6
216930	4.2	1277
216940	5.8	10
216941	4.5	24
216965	6.1	27
216982	6.7	463
216983	4.0	96
216990	6.8	394
216994	6.4	9
217007	6.1	481
217019	6.2	1585
217025	5.9	58
217031	5.8	282
217037	3.9	69
217083	5.4	34
217084	7.9	450
217085	4.8	61
217086	4.0	1105
217100	7.0	234
217107	4.0	562
217116	6.5	77
217119	7.0	1479
217128	3.9	32
217132	6.4	152
217135	6.2	301
217143	6.5	20
217168	6.2	417
217287	3.8	224
217319	5.2	438
217331	5.0	2216
217355	5.8	3407
217505	7.5	355707
217570	3.8	209
217621	4.7	335
217622	6.7	19
217629	7.1	2715
217630	5.3	24549
217632	5.0	54
217643	6.4	118
217654	3.0	603
217664	7.3	29
217686	6.6	83
217716	4.6	41
217756	5.3	12603
217758	5.4	563
217780	3.3	69
217787	5.7	177
217788	5.3	153
217802	4.3	142
217824	6.3	1476
217869	7.3	297239
217884	5.6	21
217978	5.8	1155
217979	3.2	517
218000	6.4	419
218032	5.4	170
218047	7.7	6
218053	3.6	181
218067	4.1	1635
218080	3.3	950
218107	5.2	1015
218108	6.5	76
218112	6.3	1309
218126	3.4	372
218138	4.7	744
218140	8.6	27
218141	6.0	1563
218182	6.3	1465
218183	6.6	11
218298	5.8	543
218323	6.0	171
218326	4.5	8
218378	6.5	5617
218379	6.4	1427
218390	6.3	161
218400	5.9	14
218411	5.6	312
218426	6.3	99
218475	6.7	75
218516	6.1	54
218533	6.9	1935
218559	6.3	436
218561	5.6	63
218581	5.2	2009
218583	7.7	9
218616	6.6	920
218619	3.9	7710
218625	4.1	1387
218641	2.6	574
218670	7.2	13
218741	5.8	100
218800	5.7	235
218803	7.1	53
218817	6.1	26913
218822	6.6	286
218824	4.5	115
218839	7.5	49853
218864	5.9	6203
218912	7.8	24
218922	6.0	48954
218967	6.7	93858
218978	5.5	71
219152	7.2	72
219169	5.5	6
219171	6.1	2127
219175	5.5	495
219210	4.6	148
219214	3.9	104
219223	4.9	48
219272	5.2	159
219288	7.7	2458
219327	5.9	480
219333	5.7	735
219336	5.7	70
219338	4.9	29
219369	5.5	159
219374	6.9	3291
219400	5.5	5258
219405	6.9	1743
219408	5.6	356
219469	5.7	340
219477	5.8	13
219519	6.3	1369
219636	6.4	383
219640	3.9	301
219643	5.4	38
219653	4.9	29468
219687	7.9	36
219699	6.7	56787
219756	5.7	52
219822	6.4	16372
219854	6.1	37005
219876	5.3	166
219878	5.1	29
219952	5.0	9170
219957	4.7	246
219965	6.5	60854
220005	5.8	76
220011	7.1	77
220034	6.3	266
220077	5.8	8
220099	6.3	14853
220100	6.2	6151
220122	6.4	18
220157	6.7	1229
220289	6.2	6
220313	5.2	36
220322	7.3	18
220331	5.1	21
220332	6.3	37
220343	4.3	1244
220357	5.9	37
220364	6.7	191
220371	5.1	27
220399	5.4	79
220506	4.1	30779
220514	3.9	326
220580	6.9	12041
220596	4.6	302
220605	6.7	16
220607	5.7	7
220613	7.7	18
220623	6.4	3682
220627	7.1	4032
220631	6.5	1319
220651	7.0	292
220652	5.3	536
220670	5.6	63
220734	8.4	14
220807	7.1	14
220827	6.3	5545
220864	4.1	137
221013	6.7	945
221023	8.0	891
221027	7.6	217128
221069	6.4	2853
221073	7.2	33741
221074	6.6	605
221115	6.6	678
221197	4.7	313
221218	5.8	28097
221297	4.5	209
221315	6.5	275
221431	5.0	294
221446	4.8	44
221463	5.0	142
221554	5.3	614
221558	6.5	291
221559	7.1	3484
221563	6.1	1011
221637	5.8	86
221691	4.9	125
221799	6.8	3537
221809	7.7	397
221823	7.6	39
221837	6.4	209
221838	6.8	2163
221885	4.8	985
221889	5.9	3219
221928	5.2	1816
221976	5.2	5
221982	5.2	666
222012	8.0	9533
222020	2.8	448
222024	5.4	5619
222081	5.8	83
222096	7.1	296
222150	7.1	1120
222167	4.9	977
222270	6.3	5634
222293	6.9	1700
222375	5.7	205
222441	8.4	11
222515	7.1	114
222666	3.6	567
222705	4.9	106
222710	7.7	19
222717	4.4	121
222742	5.5	25
222760	6.8	110
222790	6.4	35
222812	5.9	9662
222837	3.7	71
222849	8.1	24
222850	7.0	6554
222851	7.2	20084
222952	5.7	28
222989	7.5	13
223067	5.2	227
223120	3.8	32
223173	5.9	10
223222	7.3	6
223268	4.1	3302
223284	3.7	156
223379	7.2	8
223391	6.8	214
223490	3.3	379
223593	6.2	114
223744	4.4	126
223828	5.4	68
223832	6.6	638
223856	6.5	195
223889	5.1	69
223897	7.2	104340
223911	4.9	69
223954	6.1	2011
224025	4.2	988
224050	6.5	229
224051	2.9	10
224084	5.7	77
224086	4.0	167
224209	1.7	409
224451	7.2	47
224578	7.2	3280
224626	4.3	805
224755	6.4	61
224807	6.0	68
224832	7.8	43
225064	6.6	11
225071	5.6	20706
225100	6.3	495
225196	6.0	207
225410	5.5	52
225518	8.2	32
225683	3.2	513
225824	6.2	887
225828	4.1	131
225865	4.4	213
225946	7.0	21
226054	8.4	10
226094	5.9	259
226137	5.2	17
226190	7.2	134
226198	4.8	111
226225	5.6	116
